주차장관리번호	주차장명	경도	위도	주차장구분	주차장유형	주차장지번주소	주차장도로명주소	주차구획수	운영요일	평일운영시작시각	평일운영종료시각	토요일운영시작시각	토요일운영종료시각	공휴일운영시작시각	공휴일운영종료시각	요금정보	관리기관명	지역구분	지역구분_sub	지역중심좌표(X좌표)	지역중심좌표(Y좌표)	지역코드	연락처	수정일자
17822	일성능수아파트옆주차장	127.1219002	36.7981161	공영	노외	충청남도 천안시 서북구 쌍용동 655	충청남도 천안시 서북구 쌍용16길 31	54	평일+토요일+공휴일	0:00	0:00	0:00	0:00	0:00	0:00	무료	충청남도 천안시시설관리공단	충청남도	천안시서북구	127.1618137	36.89272183	44133	041-529-5120	2015-09-25
17823	이매2동주민센터	127.1218923	37.39957754	공영	부설	경기도 성남시 분당구 이매동 138번지	경기도 성남시 분당구 탄천로79번길 19	6	평일+토요일+공휴일	0:00	0:00	0:00	0:00	0:00	0:00	무료	경기도성남시청	경기도	성남시 분당구	127.1060661	37.37930073	41135	031-729-3684	2015-07-31
17824	이매2동주민센터	127.1218878	37.39957754	공영	부설	경기도 성남시 분당구 이매동 138번지	경기도 성남시 분당구 탄천로79번길 19	6	평일+토요일+공휴일	0:00	0:00	0:00	0:00	0:00	0:00	무료	경기도성남시청	경기도	성남시 분당구	127.1060661	37.37930073	41135	031-729-3684	2016-10-24
17825	별내동 노상제4	127.1218	37.6473	공영	노상	경기도 남양주시 별내동 1031		30	평일+토요일+공휴일	9:00	18:00	9:00	18:00	0:00	0:00	유료	로데오	경기도	남양주시	127.2436444	37.66255685	41360		2016-06-01
17826	별내동 노상제1	127.1218	37.6487	공영	노상	경기도 남양주시 별내동 1059		30	평일+토요일+공휴일	9:00	18:00	9:00	18:00	0:00	0:00	유료	로데오	경기도	남양주시	127.2436444	37.66255685	41360		2016-06-01
17827	삼천2동	127.1217153	35.79668283	공영	노외	전라북도 전주시 완산구 삼천동1가 632-5	전라북도 전주시 완산구 상거마4길 24	194	평일+토요일+공휴일	0:00	0:00	0:00	0:00	0:00	0:00	유료	전라북도 전주시 전주시설관리공단	전라북도	전주시완산구	127.1195073	35.7920954	45111	063-239-2647	2016-08-31
17828	별내동 노상제5	127.1217	37.6457	공영	노상	경기도 남양주시 별내동 1029		30	평일+토요일+공휴일	0:00	0:00	0:00	0:00	0:00	0:00	무료	경기도 남양주시청	경기도	남양주시	127.2436444	37.66255685	41360	031-590-2297	2016-06-01
17829	탑동2	127.121576	37.89175621	공영	노외	경기도 동두천시 탑동동 218-1		49	평일+토요일+일요일							무료	경기도 동두천시청	경기도	동두천시	127.0779034	37.91654298	41250	031-860-2299	2015-09-01
17830	탑동2주차장	127.121576	37.8917562	공영	노외	경기도 동두천시 탑동동 218-1		49	평일+토요일+공휴일	9:00	0:00	9:00	0:00	9:00	0:00	무료	경기도 동두천시청	경기도	동두천시	127.0779034	37.91654298	41250	031-860-2299	2016-05-19
17831	천호유수지	127.1213544	37.5444649	공영	노외	서울특별시 강동구 천호동329번지	서울특별시 강동구 선사로70 (천호동)	178	평일+토요일+공휴일	0:00	0:00	0:00	0:00	0:00	0:00	유료	강동구도시관리공단	서울특별시	강동구	127.1470146	37.55045135	11740	02-473-3124	2016-10-17
17832	천호유수지 주차장	127.1213544	37.5444649	공영	노외	서울특별시 강동구 천호2동 329	서울특별시 강동구 선사로70 (천호동)	178	평일+토요일+공휴일	0:00	0:00	0:00	0:00	0:00	0:00	유료	서울특별시 강동구도시관리공단	서울특별시	강동구	127.1470146	37.55045135	11740	02-473-3124	2015-08-31
17833	천호유수지	127.1213544	37.5444649	공영	노외	서울특별시 강동구 천호동329번지	서울특별시 강동구 선사로70 (천호동)	178	평일+토요일+공휴일	0:00	0:00	0:00	0:00	0:00	0:00	유료	강동구도시관리공단	서울특별시	강동구	127.1470146	37.55045135	11740	02-473-3124	2016-10-17
17834	회문산자연휴양림 주차장	127.121297	35.502097	민영	노외	전라북도 순창군 구림면 안정리 40-2	전라북도 순창군 구림면 안심길 214	60	평일+공휴일	0:00	0:00	0:00	0:00	0:00	0:00	무료	회문산자연휴양림	전라북도	순창군	127.0900463	35.43362681	45770	063-653-4779	2016-06-20
17835	토탈파킹	127.1212749	37.38650254	민영	노외	경기도 성남시 분당구 서현동 261 외1	경기도 성남시 분당구 황새울로 335번길 11	381	평일+토요일+공휴일	8:00	18:00	8:00	18:00	8:00	18:00	유료	사설주차장	경기도	성남시 분당구	127.1060661	37.37930073	41135	031-705-5544	2016-10-24
17836	토탈파킹	127.1212749	37.38650254	민영	노외	경기도 성남시 분당구 서현동 261 외1	경기도 성남시 분당구 황새울로 335번길 11	381	평일+토요일+공휴일	8:00	18:00	8:00	18:00	8:00	18:00	유료	사설주차장	경기도	성남시 분당구	127.1060661	37.37930073	41135	031-705-5544	2015-07-31
17837	덕진공원	127.1210313	35.84749295	공영	부설	전라북도 전주시 덕진구 덕진동1가 1316-2	전라북도 전주시 덕진구 권삼득로 390	70	평일+토요일+공휴일	0:00	0:00	0:00	0:00	0:00	0:00	무료	전라북도 전주시 전주시설관리공단	전라북도	전주시덕진구	127.1128953	35.85869451	45113	063-239-2614	2016-08-31
17838	물놀이장	127.1209285	37.44073702	공영	노외	경기도 성남시 수정구 태평동 7066-4	경기도 성남시 수정구 탄천로 558 인근	92	평일+토요일+공휴일	0:00	0:00	0:00	0:00	0:00	0:00	유료	경기도성남시도시개발공사	경기도	성남시 수정구	127.1041457	37.43517632	41131	031-721-5168	2015-07-31
17839	물놀이장	127.1209285	37.44073702	공영	노외	경기도 성남시 수정구 태평동 7066-4	경기도 성남시 수정구 탄천로 558 인근	92	평일+토요일+공휴일	0:00	0:00	0:00	0:00	0:00	0:00	유료	경기도성남시도시개발공사	경기도	성남시 수정구	127.1041457	37.43517632	41131	031-721-5168	2016-10-24
17840	수내2동주민센터	127.1208549	37.37246142	공영	부설	경기도 성남시 분당구 수내동 59	경기도 성남시 분당구 내정로166번길 17	7	평일	9:00	18:00					무료	경기도성남시청	경기도	성남시 분당구	127.1060661	37.37930073	41135	031-729-3684	2016-10-24
17841	수내2동주민센터	127.1208549	37.37246142	공영	부설	경기도 성남시 분당구 수내동 59	경기도 성남시 분당구 내정로166번길 17	7	평일	9:00	18:00					무료	경기도성남시청	경기도	성남시 분당구	127.1060661	37.37930073	41135	031-729-3684	2015-07-31
17842	가련산	127.1203109	35.8455001	공영	노외	전라북도 전주시 덕진구 덕진동2가 224-3	전라북도 전주시 덕진구 기린대로 535	40	평일+토요일+공휴일	0:00	0:00	0:00	0:00	0:00	0:00	무료	전라북도 전주시 전주시설관리공단	전라북도	전주시덕진구	127.1128953	35.85869451	45113	063-239-2614	2016-08-31
17843	성남대형	127.1201186	37.42890932	공영	노외	경기도 성남시 중원구 성남동 4596외 5개 번지	경기도 성남시 중원구 둔촌대로 10	547	평일+토요일+공휴일	0:00	0:00	0:00	0:00	0:00	0:00	유료	경기도성남시도시개발공사	경기도	성남시 중원구	127.1639127	37.4334344	41133	031-722-3421	2016-10-24
17844	대원천	127.1201186	37.42890932	공영	노외	경기도 성남시 중원구 성남동1789외	경기도 성남시 중원구 둔촌대로 10인근	197	평일+토요일+공휴일	10:00	20:00	10:00	20:00	10:00	20:00	유료	경기도성남시도시개발공사	경기도	성남시 중원구	127.1639127	37.4334344	41133	031-781-1743	2016-10-24
17845	성남대형	127.1201186	37.42890932	공영	노외	경기도 성남시 중원구 성남동 4596외 5개 번지	경기도 성남시 중원구 둔촌대로 10	547	평일+토요일+공휴일	0:00	0:00	0:00	0:00	0:00	0:00	유료	경기도성남시도시개발공사	경기도	성남시 중원구	127.1639127	37.4334344	41133	031-722-3421	2015-07-31
17846	대원천	127.1201186	37.42890932	공영	노외	경기도 성남시 중원구 성남동1789외	경기도 성남시 중원구 둔촌대로 10인근	197	평일+토요일+공휴일	10:00	20:00	10:00	20:00	10:00	20:00	유료	경기도성남시도시개발공사	경기도	성남시 중원구	127.1639127	37.4334344	41133	031-781-1743	2015-07-31
17847	별내 노상제4	127.1200594	37.71073699	공영	노상	경기도 남양주시 청학리 412-4	경기도 남양주시 청학로 68번길	13	평일+토요일+공휴일	0:00	0:00	0:00	0:00	0:00	0:00	무료	경기도 남양주시청	경기도	남양주시	127.2436444	37.66255685	41360	031-560-1214	2015-08-20
17848	별내 노상제4	127.1200594	37.710737	공영	노상	경기도 남양주시 별내면 청학리 412-4	경기도 남양주시 퇴계원면 청학로 68번길	17	평일+토요일+공휴일	0:00	0:00	0:00	0:00	0:00	0:00	무료	경기도 남양주시청	경기도	남양주시	127.2436444	37.66255685	41360	031-590-2297	2016-06-01
17849	굿모닝병원 옆～38국도 삼거리	127.1199917	36.99046577	공영	노상	경기도 평택시 합정동 882-1 일원		20	평일+토요일+공휴일	0:00	23:59	0:00	23:59	0:00	23:59	무료	경기도 평택시청	경기도	평택시	126.9953649	37.01616911	41220	031-8024-4992	2016-08-01
17850	물놀이장	127.119752	37.44277091	공영	노외	경기도 성남시 수정구 태평1동 7066-4		93	평일+토요일+공휴일	0:00	0:00	0:00	0:00	0:00	0:00	유료	경기도성남시청	경기도	성남시 수정구	127.1041457	37.43517632	41131	031-729-3684	2016-10-24
17851	이마트 분당점	127.1196482	37.35763896	민영	노외	경기도 성남시 분당구 정자동 212		308	평일+토요일+공휴일	0:00	0:00	0:00	0:00	0:00	0:00	무료	사설주차장	경기도	성남시 분당구	127.1060661	37.37930073	41135	031-710-1190	2015-07-31
17852	이마트 분당점	127.1196482	37.35763896	민영	노외	경기도 성남시 분당구 정자동 212		308	평일+토요일+공휴일	0:00	0:00	0:00	0:00	0:00	0:00	무료	사설주차장	경기도	성남시 분당구	127.1060661	37.37930073	41135	031-710-1190	2016-10-24
17853	물놀이장	127.1195627	37.44311349	공영	노외	경기도 성남시 수정구 태평1동 7066-4		93	평일+토요일+공휴일	0:00	0:00	0:00	0:00	0:00	0:00	유료	경기도성남시청	경기도	성남시 수정구	127.1041457	37.43517632	41131	031-729-3684	2015-07-31
17854	정자3동주민센터 주차장	127.1195539	37.36078905	공영	부설	경기도 성남시 분당구 정자동 201번지	경기도 성남시 분당구 돌마로 242	22	평일+토요일+공휴일	0:00	0:00	0:00	0:00	0:00	0:00	무료	경기도성남시청	경기도	성남시 분당구	127.1060661	37.37930073	41135	031-729-3684	2015-07-31
17855	정자3동주민센터 주차장	127.1195539	37.36078905	공영	부설	경기도 성남시 분당구 정자동 201번지	경기도 성남시 분당구 돌마로 242	22	평일+토요일+공휴일	0:00	0:00	0:00	0:00	0:00	0:00	무료	경기도성남시청	경기도	성남시 분당구	127.1060661	37.37930073	41135	031-729-3684	2016-10-24
17856	벽산아파트 뒤	127.1194467	36.9924487	공영	노상	경기도 평택시 비전동 913 일원		22	평일+토요일+공휴일	0:00	23:59	0:00	23:59	0:00	23:59	무료	경기도 평택시청	경기도	평택시	126.9953649	37.01616911	41220	031-8024-4992	2016-08-01
17857	별내 노상제1	127.1193785	37.70760229	공영	노상	"경기도 남양주시 청학리 412-4,409-6"		86	평일+토요일+공휴일	0:00	0:00	0:00	0:00	0:00	0:00	무료	경기도 남양주시청	경기도	남양주시	127.2436444	37.66255685	41360	031-560-1214	2015-08-20
17858	별내 노상제1	127.1193785	37.7076023	공영	노상	"""경기도 남양주시 별내면 청학리 412-4,409-6"""		86	평일+토요일+공휴일	0:00	0:00	0:00	0:00	0:00	0:00	무료	경기도 남양주시청	경기도	남양주시	127.2436444	37.66255685	41360	031-590-2297	2016-06-01
17859	쌍용3동주차장	127.1191837	36.8029362	공영	부설	충청남도 천안시 서북구 쌍용3동 1950	충청남도 천안시 서북구 월봉로 138	24	평일+토요일+공휴일	0:00	0:00	0:00	0:00	0:00	0:00	무료	충청남도 천안시청	충청남도	천안시서북구	127.1618137	36.89272183	44133	041-521-6945	2016-06-17
17860	쌍용3동주차장	127.1191837	36.8029362	공영	부설	충청남도 천안시 서북구 쌍용3동 1950	충청남도 천안시 서북구 월봉로 138	24	평일+토요일+공휴일	0:00	0:00	0:00	0:00	0:00	0:00	무료	충청남도 천안시청	충청남도	천안시서북구	127.1618137	36.89272183	44133	041-521-6945	2015-09-25
17861	별내 노상제3	127.1189335	37.70735767	공영	노상	경기도 남양주시 청학리 439-6외		36	평일+토요일+공휴일	0:00	0:00	0:00	0:00	0:00	0:00	무료	경기도 남양주시청	경기도	남양주시	127.2436444	37.66255685	41360	031-560-1214	2015-08-20
17862	별내 노상제3	127.1189335	37.7073577	공영	노상	경기도 남양주시 별내면 청학리 439-6외		36	평일+토요일+공휴일	0:00	0:00	0:00	0:00	0:00	0:00	무료	경기도 남양주시청	경기도	남양주시	127.2436444	37.66255685	41360	031-590-2297	2016-06-01
17863	분당구청	127.1189203	37.3827711	공영	부설	경기도 성남시 분당구 수내동 1번지	경기도 성남시 분당구 분당로 50	270	평일	7:00	20:00					유료	경기도성남시청	경기도	성남시 분당구	127.1060661	37.37930073	41135	031-729-3684	2015-07-31
17864	분당구청	127.1189203	37.3827711	공영	부설	경기도 성남시 분당구 수내동 1번지	경기도 성남시 분당구 분당로 50	270	평일	7:00	20:00					유료	경기도성남시청	경기도	성남시 분당구	127.1060661	37.37930073	41135	031-729-3684	2016-10-24
17865	수내환승	127.1188561	37.37927879	공영	노외	경기도 성남시 분당구 수내동 34	경기도 성남시 분당구 수내로 74	510	평일+토요일+공휴일	0:00	0:00	0:00	0:00	0:00	0:00	유료	경기도성남시도시개발공사	경기도	성남시 분당구	127.1060661	37.37930073	41135	031-716-9325	2016-10-24
17866	수내환승	127.1188561	37.37927879	공영	노외	경기도 성남시 분당구 수내동 34	경기도 성남시 분당구 수내로 74	510	평일+토요일+공휴일	0:00	0:00	0:00	0:00	0:00	0:00	유료	경기도성남시도시개발공사	경기도	성남시 분당구	127.1060661	37.37930073	41135	031-716-9325	2015-07-31
17867	가락동1 체비지 공영주차장	127.1185794	37.49596414	공영	노외	서울특별시 송파구 가락동 98-1	서울특별시 송파구 중대로9길	49	평일+토요일+공휴일	9:00	9:00	9:00	9:00	9:00	9:00	유료	서울특별시 송파구청	서울특별시	송파구	127.1153331	37.50563307	11710	02-2157-1093	2015-09-04
17868	가락동2 체비지 공영주차장	127.1185794	37.49596414	공영	노외	서울특별시 송파구 가락동 80-2	서울특별시 송파구 중대로9길	89	평일+토요일+공휴일	9:00	9:00	9:00	9:00	9:00	9:00	유료	서울특별시 송파구청	서울특별시	송파구	127.1153331	37.50563307	11710	02-2157-1093	2015-09-04
17869	가락1	127.1185794	37.49596414	공영	노외	서울특별시 송파구 가락동98-1	서울특별시 송파구 중대로9길	49	평일+토요일+일요일	0:00	0:00	0:00	0:00	0:00	0:00	유료	송파구시설관리공단	서울특별시	송파구	127.1153331	37.50563307	11710	02-430-1580	2015-09-01
17870	가락2	127.1185794	37.49596414	공영	노외	서울특별시 송파구 가락동 80-2외1	서울특별시 송파구 중대로9길	89	평일+토요일+일요일	0:00	0:00	0:00	0:00	0:00	0:00	유료	송파구시설관리공단	서울특별시	송파구	127.1153331	37.50563307	11710	02-401-1580	2015-09-01
17871	풍납1 공영주차장	127.1185285	37.53529118	공영	노외	서울특별시 송파구 풍납동 154	서울특별시 송파구 풍성로25나길	56	평일+토요일+공휴일	9:00	9:00	9:00	9:00	9:00	9:00	유료	서울특별시 송파구청	서울특별시	송파구	127.1153331	37.50563307	11710	02-2147-3200	2015-09-04
17872	비전성당 ～동부공원 앞	127.1183336	36.99331125	공영	노상	경기도 평택시 비전동 882-1 일원		42	평일+토요일+공휴일	0:00	23:59	0:00	23:59	0:00	23:59	무료	경기도 평택시청	경기도	평택시	126.9953649	37.01616911	41220	031-8024-4992	2016-08-01
17873	방이고분 공영주차장	127.1181634	37.50757311	공영	노외	서울특별시 송파구 방이동 125	서울특별시 송파구 오금로219	61	평일+토요일+공휴일	9:00	18:00	9:00	18:00	9:00	18:00	유료	서울특별시 송파구청	서울특별시	송파구	127.1153331	37.50563307	11710	02-3431-4155	2015-09-04
17874	방이고분	127.1181634	37.50757311	공영	노외	서울특별시 송파구 방이동125	서울특별시 송파구 오금로219	61	평일+토요일	9:00	9:00	9:00	15:00			유료	송파구시설관리공단	서울특별시	송파구	127.1153331	37.50563307	11710	02-3431-4155	2015-09-01
17875	송천2동공원	127.1181342	35.86454758	공영	노외	전라북도 전주시 덕진구 송천동1가 816-2	전라북도 전주시 덕진구 두간5길 9	13	평일+토요일+공휴일	0:00	0:00	0:00	0:00	0:00	0:00	무료	전라북도 전주시 전주시설관리공단	전라북도	전주시덕진구	127.1128953	35.85869451	45113	063-239-2614	2016-08-31
17899	중화산2동	127.1152274	35.81757688	공영	노외	전라북도 전주시 완산구 중화산동2가 486-2	전라북도 전주시 완산구 신촌3길 28-4	89	평일+토요일+공휴일	0:00	0:00	0:00	0:00	0:00	0:00	유료	전라북도 전주시 전주시설관리공단	전라북도	전주시완산구	127.1195073	35.7920954	45111	063-239-2597	2016-08-31
17900	수지 노상	127.115158	37.28193099	공영	노상	경기도 용인시 수지구 풍덕천로 인근	경기도 용인시 수지구 풍덕천로	92	평일	9:00	19:00	0:00	23:59	0:00	0:00	유료	경기도 용인도시공사	경기도	용인시기흥구	127.1213248	37.2674336	41463	031-339-6581	2016-08-30
17901	비전2동 임시공영주차장	127.1151407	36.99455428	공영	노외	경기도 평택시 비전동 879		24	평일+토요일+공휴일	0:00	23:59	0:00	23:59	0:00	23:59	무료	경기도 평택시청	경기도	평택시	126.9953649	37.01616911	41220	031-8024-4992	2016-08-01
17902	송천2동 주민자치센터	127.1150389	35.86488585	공영	노외	전라북도 전주시 덕진구 송천동1가 830-1	전라북도 전주시 덕진구 두간22길 5	17	평일+토요일+공휴일	0:00	0:00	0:00	0:00	0:00	0:00	무료	전라북도 전주시 전주시설관리공단	전라북도	전주시덕진구	127.1128953	35.85869451	45113	063-239-2614	2016-08-31
17903	별내 노상제6	127.1150376	37.71073118	공영	노상	경기도 남양주시 별내면 청학리(청학주공2~7단지사이)	경기도 남양주시 청학로 학교길	19	평일+토요일+공휴일	0:00	0:00	0:00	0:00	0:00	0:00	무료	경기도 남양주시청	경기도	남양주시	127.2436444	37.66255685	41360	031-560-1214	2015-08-20
17904	별내 노상제6	127.1150376	37.7107312	공영	노상	경기도 남양주시 별내면 청학리(청학주공2~7단지사이)	경기도 남양주시 별내면 청학로 학교길	22	평일+토요일+공휴일	0:00	0:00	0:00	0:00	0:00	0:00	무료	경기도 남양주시청	경기도	남양주시	127.2436444	37.66255685	41360	031-590-2297	2016-06-01
17905	별내 노상제2	127.1149946	37.7093221	공영	노상	경기도 남양주시 별내면 청학리409-6		81	평일+토요일+공휴일	0:00	0:00	0:00	0:00	0:00	0:00	무료	경기도 남양주시청	경기도	남양주시	127.2436444	37.66255685	41360	031-590-2297	2016-06-01
17906	별내 노상제2	127.1149946	37.7093221	공영	노상	경기도 남양주시 청학리409-6		81	평일+토요일+공휴일	0:00	0:00	0:00	0:00	0:00	0:00	무료	경기도 남양주시청	경기도	남양주시	127.2436444	37.66255685	41360	031-560-1214	2015-08-20
17907	현대오피스	127.114937	37.37999988	민영	노외	경기도 성남시 분당구 수내동 9-4	경기도 성남시 분당구 황새울로 240번길 3	502	평일+토요일	6:30	22:30	6:30	12:00			유료	사설주차장	경기도	성남시 분당구	127.1060661	37.37930073	41135	031-715-0085	2016-10-24
17908	현대오피스	127.114937	37.37999988	민영	노외	경기도 성남시 분당구 수내동 9-4	경기도 성남시 분당구 황새울로 240번길 3	502	평일+토요일	6:30	22:30	6:30	12:00			유료	사설주차장	경기도	성남시 분당구	127.1060661	37.37930073	41135	031-715-0085	2015-07-31
17909	쌍용도서관주차장	127.1145943	36.8003509	공영	부설	충청남도 천안시 서북구 쌍용동 121-2	충청남도 천안시 서북구 월봉4로 153	50	평일+토요일+공휴일	8:00	22:00	8:00	22:00	8:00	22:00	무료	충청남도 천안시청	충청남도	천안시서북구	127.1618137	36.89272183	44133	041-521-3731	2016-06-17
17910	두정도서관주차장	127.1145943	36.8003509	공영	부설	충청남도 천안시 서북구 두정동 985	충청남도 천안시 서북구 부성3길 9	46	평일+토요일+공휴일	8:00	22:00	8:00	22:00	8:00	22:00	무료	충청남도 천안시청	충청남도	천안시서북구	127.1618137	36.89272183	44133	041-521-3733	2016-06-17
17911	쌍용도서관주차장	127.1145943	36.8003509	공영	부설	충청남도 천안시 서북구 쌍용동 121-2	충청남도 천안시 서북구 월봉4로 153	50	평일+토요일+공휴일	8:00	22:00	8:00	22:00	8:00	22:00	무료	충청남도 천안시청	충청남도	천안시서북구	127.1618137	36.89272183	44133	041-521-3731	2015-09-25
17912	두정도서관주차장	127.1145943	36.8003509	공영	부설	충청남도 천안시 서북구 두정동 985	충청남도 천안시 서북구 부성3길 9	46	평일+토요일+공휴일	8:00	22:00	8:00	22:00	8:00	22:00	무료	충청남도 천안시청	충청남도	천안시서북구	127.1618137	36.89272183	44133	041-521-3733	2015-09-25
17913	서신동	127.1144508	35.83159041	공영	노외	전라북도 전주시 완산구 서신동 795	전라북도 전주시 완산구 당산로 56	131	평일+토요일+공휴일	0:00	0:00	0:00	0:00	0:00	0:00	유료	전라북도 전주시 전주시설관리공단	전라북도	전주시완산구	127.1195073	35.7920954	45111	063-239-2572	2016-08-31
17914	송파동 공영주차장	127.1137107	37.50687109	공영	노외	서울특별시 송파구 송파동 128	서울특별시 송파구 백제고분로44길 13-35	86	평일+토요일+공휴일	9:00	9:00	9:00	9:00	9:00	9:00	유료	서울특별시 송파구청	서울특별시	송파구	127.1153331	37.50563307	11710	02-2157-1092	2015-09-04
17915	천안시청주차장	127.1136868	36.8156927	공영	부설	충청남도 천안시 서북구 불당동 234-1	충청남도 천안시 서북구 번영로 156	348	평일+토요일+공휴일	0:00	0:00	0:00	0:00	0:00	0:00	무료	충청남도 천안시청	충청남도	천안시서북구	127.1618137	36.89272183	44133	041-521-5305	2016-06-17
17916	직산읍사무소주차장	127.1136868	36.8156927	공영	부설	충청남도 천안시 서북구 직산읍 삼은리 76-189	충청남도 천안시 서북구 직산읍 삼은4길 2	62	평일+토요일+공휴일	0:00	0:00	0:00	0:00	0:00	0:00	무료	충청남도 천안시청	충청남도	천안시서북구	127.1618137	36.89272183	44133	041-521-6818	2016-06-17
17917	천안시청주차장	127.1136868	36.8156927	공영	부설	충청남도 천안시 서북구 불당동 234-1	충청남도 천안시 서북구 번영로 156	348	평일+토요일+공휴일	0:00	0:00	0:00	0:00	0:00	0:00	무료	충청남도 천안시청	충청남도	천안시서북구	127.1618137	36.89272183	44133	041-521-5305	2015-09-25
17918	직산읍사무소주차장	127.1136868	36.8156927	공영	부설	충청남도 천안시 서북구 직산읍 삼은리 76-189	충청남도 천안시 서북구 직산읍 삼은4길 2	62	평일+토요일+공휴일	0:00	0:00	0:00	0:00	0:00	0:00	무료	충청남도 천안시청	충청남도	천안시서북구	127.1618137	36.89272183	44133	041-521-6818	2015-09-25
17919	배미공영주차장	127.1136255	36.98791656	공영	노외	경기도 평택시 합정동 973-3		61	평일+토요일+공휴일	0:00	23:59	0:00	23:59	0:00	23:59	무료	경기도 평택시청	경기도	평택시	126.9953649	37.01616911	41220	031-8024-4992	2016-08-01
17920	송파동 체비지 공영주차장	127.11334	37.50702281	공영	노외	서울특별시 송파구 송파동 148-2	서울특별시 송파구 송파동백제고분로44길13-25	40	평일+토요일+공휴일	9:00	9:00	9:00	9:00	9:00	9:00	유료	서울특별시 송파구청	서울특별시	송파구	127.1153331	37.50563307	11710	02-2157-1093	2015-09-04
17921	송파동	127.11334	37.50702281	공영	노외	서울특별시 송파구 송파동128	서울특별시 송파구 백제고분로44길13-25	86	평일+토요일+일요일	0:00	0:00	0:00	0:00	0:00	0:00	유료	송파구시설관리공단	서울특별시	송파구	127.1153331	37.50563307	11710	070-8129-2372	2015-09-01
17922	송천2동 시영아파트 옆	127.1131305	35.86825114	공영	노외	전라북도 전주시 덕진구 송천동2가 1257	전라북도 전주시 덕진구 와룡로 97-14	170	평일+토요일+공휴일	0:00	0:00	0:00	0:00	0:00	0:00	무료	전라북도 전주시 전주시설관리공단	전라북도	전주시덕진구	127.1128953	35.85869451	45113	063-239-2614	2016-08-31
17923	송파동 체비지 공영주차장	127.1129304	37.5082186	공영	노외	서울특별시 송파구 송파동 148-2	서울특별시 송파구 송파동백제고분로44길13-25	40	평일+토요일+공휴일	9:00	9:00	9:00	9:00	9:00	9:00	유료	서울특별시 송파구청	서울특별시	송파구	127.1153331	37.50563307	11710	02-2157-1093	2016-06-07
17924	탑동1주차장	127.1128026	37.8968066	공영	노외	경기도 동두천시 탑동동 366-1		16	평일+토요일+공휴일	9:00	0:00	9:00	0:00	9:00	0:00	무료	경기도 동두천시청	경기도	동두천시	127.0779034	37.91654298	41250	031-860-2299	2016-05-19
17925	탑동1	127.1128026	37.89680664	공영	노외	경기도 동두천시 탑동동 366-1		16	평일+토요일+일요일							무료	경기도 동두천시청	경기도	동두천시	127.0779034	37.91654298	41250	031-860-2299	2015-09-01
17926	BYC 건물 ～시청 후문	127.1127971	36.9928661	공영	노상	경기도 평택시 비전동 862 일원		39	평일+토요일+공휴일	0:00	23:59	0:00	23:59	0:00	23:59	무료	경기도 평택시청	경기도	평택시	126.9953649	37.01616911	41220	031-8024-4992	2016-08-01
17927	별내 노상제5	127.11272	37.7110181	공영	노상	경기도 남양주시 별내면 청학리 421(별내중학교 후문)		34	평일+토요일+공휴일	0:00	0:00	0:00	0:00	0:00	0:00	무료	경기도 남양주시청	경기도	남양주시	127.2436444	37.66255685	41360	031-590-2297	2016-06-01
17928	별내 노상제5	127.11272	37.71101813	공영	노상	경기도 남양주시 별내면 청학리 421(별내중학교 후문)		22	평일+토요일+공휴일	0:00	0:00	0:00	0:00	0:00	0:00	무료	경기도 남양주시청	경기도	남양주시	127.2436444	37.66255685	41360	031-560-1214	2015-08-20
17929	MS프라자	127.1123147	37.37813187	민영	노외	경기도 성남시 분당구 수내동 21-1	경기도 성남시 분당구 황새울로 214번길 8	293	평일+토요일+공휴일	0:00	0:00	0:00	0:00	0:00	0:00	유료	사설주차장	경기도	성남시 분당구	127.1060661	37.37930073	41135	031-718-7852	2016-10-24
17930	MS프라자	127.1123147	37.37813187	민영	노외	경기도 성남시 분당구 수내동 21-1	경기도 성남시 분당구 황새울로 214번길 8	293	평일+토요일+공휴일	0:00	0:00	0:00	0:00	0:00	0:00	유료	사설주차장	경기도	성남시 분당구	127.1060661	37.37930073	41135	031-718-7852	2015-07-31
17931	정자1동주민센터_노상	127.1115403	37.36144922	공영	부설	경기도 성남시 분당구 정자동 147번지	경기도 성남시 분당구 정자동 황새울로 18번길 14	4	평일	9:00	17:00					무료	경기도성남시청	경기도	성남시 분당구	127.1060661	37.37930073	41135	031-729-3684	2016-10-24
17932	정자1동주민센터_노상	127.1115403	37.36144922	공영	부설	경기도 성남시 분당구 정자동 147번지	경기도 성남시 분당구 정자동 황새울로 18번길 14	4	평일	9:00	17:00					무료	경기도성남시청	경기도	성남시 분당구	127.1060661	37.37930073	41135	031-729-3684	2015-07-31
17933	신일강변APT옆	127.1115246	35.79998774	공영	노외	전라북도 전주시 완산구 삼천동1가 723-4	전라북도 전주시 완산구 강변로 98	48	평일+토요일+공휴일	0:00	0:00	0:00	0:00	0:00	0:00	무료	전라북도 전주시 전주시설관리공단	전라북도	전주시완산구	127.1195073	35.7920954	45111	063-239-2614	2016-08-31
17934	풍납1 공영주차장	127.111502	37.5354894	공영	노외	서울특별시 송파구 풍납동 154	서울특별시 송파구 풍성로25나길	56	평일+토요일+공휴일	9:00	9:00	9:00	9:00	9:00	9:00	유료	서울특별시 송파구청	서울특별시	송파구	127.1153331	37.50563307	11710	02-2147-3200	2016-06-07
