번호,설치장소명,설치장소상세,설치시도명,설치시군구명,설치시설구분,서비스제공사명,와이파이SSID,설치연월,소재지도로명주소,소재지지번주소,관리기관명,관리기관전화번호,위도,경도,데이터기준일자
3650,푸른수목원,항동 81-1,서울특별시,구로구,기타,구로구(자체구축),Public WiFi@Guro,2017-09,서울특별시 구로구 구로구 연동로 240(푸른수목원),서울특별시 구로구 항동 81-1,서울특별시 구로구청,02-860-2928,37.484799,126.826523,2020-10-27
3651,푸른수목원,항동 81-1,서울특별시,구로구,기타,구로구(자체구축),Public WiFi@Guro,2017-09,서울특별시 구로구 구로구 연동로 240(푸른수목원),서울특별시 구로구 항동 81-1,서울특별시 구로구청,02-860-2928,37.485297,126.827135,2020-10-27
3652,푸른수목원,항동 81-1,서울특별시,구로구,기타,구로구(자체구축),Public WiFi@Guro,2017-09,서울특별시 구로구 구로구 연동로 240(푸른수목원),서울특별시 구로구 항동 81-1,서울특별시 구로구청,02-860-2928,37.48196969,126.825359,2020-10-27
3653,푸른수목원,항동 81-1,서울특별시,구로구,기타,구로구(자체구축),Public WiFi@Guro,2017-09,서울특별시 구로구 구로구 연동로 240(푸른수목원),서울특별시 구로구 항동 81-1,서울특별시 구로구청,02-860-2928,37.485003,126.827677,2020-10-27
3654,푸른수목원,구로3동 1131-1,서울특별시,구로구,기타,구로구(자체구축),Public WiFi@Guro,2017-09,서울특별시 구로구 시흥대로 535,서울특별시 구로구 구로3동 1131-1,서울특별시 구로구청,02-860-2928,37.481479,126.899327,2020-10-27
3655,푸른수목원,구로3동 1127,서울특별시,구로구,기타,구로구(자체구축),Public WiFi@Guro,2017-09,서울특별시 구로구 디지털로32다길 14,서울특별시 구로구 구로3동 1127,서울특별시 구로구청,02-860-2928,37.482388,126.899999,2020-10-27
3656,푸른수목원,오류2동 156-26,서울특별시,구로구,기타,구로구(자체구축),Public WiFi@Guro,2017-09,서울특별시 구로구 오류로8나길 18,서울특별시 구로구 오류2동 156-26,서울특별시 구로구청,02-860-2928,37.490347,126.841535,2020-10-27
3657,푸른수목원,오류2동 182-22,서울특별시,구로구,기타,구로구(자체구축),Public WiFi@Guro,2017-09,서울특별시 구로구 오리로1158,서울특별시 구로구 오류2동 182-22,서울특별시 구로구청,02-860-2928,37.487368,126.838306,2020-10-27
3658,푸른수목원,온수동 51-2,서울특별시,구로구,기타,구로구(자체구축),Public WiFi@Guro,2017-09,서울특별시 구로구 경인로3길60,서울특별시 구로구 온수동 51-2,서울특별시 구로구청,02-860-2928,37.492091,126.824234,2020-10-27
3659,구로구전역,구로2동 621-10,서울특별시,구로구,기타,구로구(자체구축),Public WiFi@Guro,2017-09,서울특별시 구로구 구로2동 621-10,서울특별시 구로구 구로2동 621-10,서울특별시 구로구청,02-860-2928,37.505212,126.873665,2020-10-27
3660,구로구전역,구로1동 689-7,서울특별시,구로구,기타,구로구(자체구축),Public WiFi@Guro,2017-09,서울특별시 구로구 구로1동 689-7,서울특별시 구로구 구로1동 689-7,서울특별시 구로구청,02-860-2928,37.490031,126.874573,2020-10-27
3661,구로구전역,구로동 685-222,서울특별시,구로구,기타,구로구(자체구축),Public WiFi@Guro,2017-09,서울특별시 구로구 구일로4길 65,서울특별시 구로구 구로동 685-222,서울특별시 구로구청,02-860-2928,37.495019,126.874847,2020-10-27
3662,구로구전역,오류동 18-87,서울특별시,구로구,기타,구로구(자체구축),Public WiFi@Guro,2017-09,서울특별시 구로구 고척로 62-5,서울특별시 구로구 오류동 18-87,서울특별시 구로구청,02-860-2928,37.499328,126.841543,2020-10-27
3663,구로구전역,고척동 330,서울특별시,구로구,기타,구로구(자체구축),Public WiFi@Guro,2017-09,서울특별시 구로구 중앙로15길 132-17,서울특별시 구로구 고척동 330,서울특별시 구로구청,02-860-2928,37.509191,126.853613,2020-10-27
3664,구로구전역,구로동 435 구로구청,서울특별시,구로구,기타,구로구(자체구축),Public WiFi@Guro,2017-09,서울특별시 구로구 가마산로 245,서울특별시 구로구 구로동 435 구로구청,서울특별시 구로구청,02-860-2928,37.49582991,126.887512,2020-10-27
3665,구로구전역,구로동 435 구로구청,서울특별시,구로구,기타,구로구(자체구축),Public WiFi@Guro,2017-09,서울특별시 구로구 가마산로 245,서울특별시 구로구 구로동 435 구로구청,서울특별시 구로구청,02-860-2928,37.49582991,126.887512,2020-10-27
3666,구로구전역,구로동 435 구로구청,서울특별시,구로구,기타,구로구(자체구축),Public WiFi@Guro,2017-09,서울특별시 구로구 가마산로 245,서울특별시 구로구 구로동 435 구로구청,서울특별시 구로구청,02-860-2928,37.49582991,126.887512,2020-10-27
3667,구로구전역,구로동 435 구로구청,서울특별시,구로구,기타,구로구(자체구축),Public WiFi@Guro,2017-09,서울특별시 구로구 가마산로 245,서울특별시 구로구 구로동 435 구로구청,서울특별시 구로구청,02-860-2928,37.49582991,126.887512,2020-10-27
3668,구로구전역,신도림동 270-8,서울특별시,구로구,기타,구로구(자체구축),Public WiFi@Guro,2017-09,서울특별시 구로구 신도림동 270-8,서울특별시 구로구 신도림동 270-8,서울특별시 구로구청,02-860-2928,37.513888,126.882858,2020-10-27
3669,구로구전역,구로동 685-214,서울특별시,구로구,기타,구로구(자체구축),Public WiFi@Guro,2017-09,서울특별시 구로구 구일로4길 58,서울특별시 구로구 구로동 685-214,서울특별시 구로구청,02-860-2928,37.493015,126.875764,2020-10-27
3670,구로구전역,구로동 685-214,서울특별시,구로구,기타,구로구(자체구축),Public WiFi@Guro,2017-09,서울특별시 구로구 구일로4길 58,서울특별시 구로구 구로동 685-214,서울특별시 구로구청,02-860-2928,37.493015,126.875764,2020-10-27
3671,구로구전역,개봉2동 261-6,서울특별시,구로구,기타,구로구(자체구축),Public WiFi@Guro,2017-09,서울특별시 구로구 개봉로16가길 17,서울특별시 구로구 개봉2동 261-6,서울특별시 구로구청,02-860-2928,37.490967,126.856511,2020-10-27
3672,버스정류소,"07-304, 07-305",서울특별시,중랑구,관공서,중랑구청,PublicWiFi_Bus@Jungnang,2019-02,서울특별시 중랑구 용마산로 615,서울특별시 중랑구 신내1동 418-3,서울특별시 중랑구청,02-2094-0543,37.6062115,127.0994756,2020-12-24
3673,버스정류소,"07-273, 07-274",서울특별시,중랑구,관공서,중랑구청,PublicWiFi_Bus@Jungnang,2019-02,서울특별시 중랑구 신내로 71,서울특별시 중랑구 신내2동 559-2,서울특별시 중랑구청,02-2094-0543,37.6055393,127.0952068,2020-12-24
3674,버스정류소,"07-267, 07-268",서울특별시,중랑구,관공서,중랑구청,PublicWiFi_Bus@Jungnang,2019-02,서울특별시 중랑구 봉화산로 179,서울특별시 중랑구 신내2동 662,서울특별시 중랑구청,02-2094-0543,37.60638889,127.0938889,2020-12-24
3675,서울장미축제장,장미전망대,서울특별시,중랑구,관공서,중랑구청,SeoulRoseTunnel@Jungnang,2019-05,서울특별시 중랑구,서울특별시 중랑구 묵2동 375,서울특별시 중랑구청,02-2094-0543,37.61555556,127.0736111,2020-12-24
3676,서울장미축제장,장미신전,서울특별시,중랑구,관공서,중랑구청,SeoulRoseTunnel@Jungnang,2019-05,서울특별시 중랑구 중랑천로 286,서울특별시 중랑구 묵2동 385,서울특별시 중랑구청,02-2094-0543,37.61055556,127.0730556,2020-12-24
3677,서울장미축제장,게이트6(장미갤러리),서울특별시,중랑구,관공서,중랑구청,SeoulRoseTunnel@Jungnang,2019-05,서울특별시 중랑구 중랑천로 258,서울특별시 중랑구 묵2동 242-43,서울특별시 중랑구청,02-2094-0543,37.60777778,127.0730556,2020-12-24
3678,서울장미축제장,제1연육교,서울특별시,중랑구,관공서,중랑구청,SeoulRoseTunnel@Jungnang,2019-05,서울특별시 중랑구,서울특별시 중랑구 중화2동 381-2,서울특별시 중랑구청,02-2094-0543,37.60444444,127.0719444,2020-12-24
3679,서울장미축제장,치수과CCTV,서울특별시,중랑구,관공서,중랑구청,SeoulRoseTunnel@Jungnang,2019-05,서울특별시 중랑구 중랑천로 226,서울특별시 중랑구 묵2동 248-66,서울특별시 중랑구청,02-2094-0543,37.60388889,127.0730556,2020-12-24
3680,서울장미축제장,매점앞조명탑,서울특별시,중랑구,관공서,중랑구청,SeoulRoseTunnel@Jungnang,2019-05,서울특별시 중랑구 중랑천로 226,서울특별시 중랑구 묵2동 248-66,서울특별시 중랑구청,02-2094-0543,37.6048585,127.0733333,2020-12-24
3681,동부골목시장,삼원부동산,서울특별시,중랑구,관공서,중랑구청,PublicWiFi@Jungnang,2019-05,서울특별시 중랑구 동일로109길 49,서울특별시 중랑구 면목2동 183-68,서울특별시 중랑구청,02-2094-0543,37.59138889,127.0774513,2020-12-24
3682,동부골목시장,청춘한쌍,서울특별시,중랑구,관공서,중랑구청,PublicWiFi@Jungnang,2019-05,서울특별시 중랑구 망우로32길 42,서울특별시 중랑구 면목2동 185-5,서울특별시 중랑구청,02-2094-0543,37.59222222,127.0769444,2020-12-24
3683,동부골목시장,선물의집,서울특별시,중랑구,관공서,중랑구청,PublicWiFi@Jungnang,2019-05,서울특별시 중랑구 망우로32길 24,서울특별시 중랑구 상봉2동 130-7,서울특별시 중랑구청,02-2094-0543,37.59277778,127.0769444,2020-12-24
3684,동부골목시장,올리브영,서울특별시,중랑구,관공서,중랑구청,PublicWiFi@Jungnang,2019-05,서울특별시 중랑구 망우로32길 6,서울특별시 중랑구 상봉2동 130-127,서울특별시 중랑구청,02-2094-0543,37.59277778,127.0769444,2020-12-24
3685,동원전통종합시장,시장입구,서울특별시,중랑구,관공서,중랑구청,PublicWiFi@Jungnang,2019-05,서울특별시 중랑구 상봉로 45,서울특별시 중랑구 면목본동 74-4,서울특별시 중랑구청,02-2094-0543,37.59055556,127.0936111,2020-12-24
3686,동원전통종합시장,시장중간입구,서울특별시,중랑구,관공서,중랑구청,PublicWiFi@Jungnang,2019-05,서울특별시 중랑구 겸재로 2,서울특별시 중랑구 면목본동 103-18,서울특별시 중랑구청,02-2094-0543,37.58944444,127.0916667,2020-12-24
3687,동원전통종합시장,파리바게트면목점,서울특별시,중랑구,관공서,중랑구청,PublicWiFi@Jungnang,2019-05,서울특별시 중랑구 겸재로 181,서울특별시 중랑구 면목본동 102-19,서울특별시 중랑구청,02-2094-0543,37.58833333,127.0877778,2020-12-24
3688,동원전통종합시장,김장금김치,서울특별시,중랑구,관공서,중랑구청,PublicWiFi@Jungnang,2019-05,서울특별시 중랑구 상봉로11길 3,서울특별시 중랑구 면목본동 74-2,서울특별시 중랑구청,02-2094-0543,37.59027778,127.0930556,2020-12-24
3689,동원전통종합시장,동원건어물,서울특별시,중랑구,관공서,중랑구청,PublicWiFi@Jungnang,2019-05,서울특별시 중랑구 상봉로11길 18,서울특별시 중랑구 면목본동 86-23,서울특별시 중랑구청,02-2094-0543,37.59055556,127.0930556,2020-12-24
3690,동원전통종합시장,동원회직판장,서울특별시,중랑구,관공서,중랑구청,PublicWiFi@Jungnang,2019-05,서울특별시 중랑구 상봉로11길 36,서울특별시 중랑구 면목본동 100-9,서울특별시 중랑구청,02-2094-0543,37.58972222,127.0916667,2020-12-24
3691,동원전통종합시장,BYC,서울특별시,중랑구,관공서,중랑구청,PublicWiFi@Jungnang,2019-05,서울특별시 중랑구 상봉로11길 47,서울특별시 중랑구 면목본동 103-13,서울특별시 중랑구청,02-2094-0543,37.58972222,127.0908333,2020-12-24
3692,장미축제장,9번게이트(중화수경공원),서울특별시,중랑구,관공서,중랑구청,PublicWiFi@Jungnang,2020-04,서울특별시 중랑구 중랑천로 204,서울특별시 중랑구 중화2동 331-127,서울특별시 중랑구청,02-2094-0543,37.60295868,127.0743942,2020-12-24
3693,장미축제장,10번게이트(이화교인근),서울특별시,중랑구,관공서,중랑구청,PublicWiFi@Jungnang,2020-04,서울특별시 중랑구 동일로123길 125,서울특별시 중랑구 중화2동 328-62,서울특별시 중랑구청,02-2094-0543,37.60005987,127.0737691,2020-12-24
3694,서울중랑워터파크,서울중랑워터파크1,서울특별시,중랑구,관공서,중랑구청,PublicWiFi@Jungnang,2020-04,서울특별시 중랑구,서울특별시 중랑구 면목5동 727-24,서울특별시 중랑구청,02-2094-0543,37.582682,127.076881,2020-12-24
3695,서울중랑워터파크,서울중랑워터파크2,서울특별시,중랑구,관공서,중랑구청,PublicWiFi@Jungnang,2020-04,서울특별시 중랑구,서울특별시 중랑구 면목5동 727-24,서울특별시 중랑구청,02-2094-0543,37.582113,127.077369,2020-12-24
3696,서울중랑워터파크,서울중랑워터파크3,서울특별시,중랑구,관공서,중랑구청,PublicWiFi@Jungnang,2020-04,서울특별시 중랑구,서울특별시 중랑구 면목5동 727-24,서울특별시 중랑구청,02-2094-0543,37.581512,127.077765,2020-12-24
3697,구민녹지광장,데크,서울특별시,중랑구,관공서,중랑구청,PublicWiFi@Jungnang,2020-04,서울특별시 중랑구 봉화산로 179,서울특별시 중랑구 신내2동 662,서울특별시 중랑구청,02-2094-0543,37.6063046,127.0931523,2020-12-24
3698,구민녹지광장,중앙,서울특별시,중랑구,관공서,중랑구청,PublicWiFi@Jungnang,2020-04,서울특별시 중랑구 봉화산로 179,서울특별시 중랑구 신내2동 662,서울특별시 중랑구청,02-2094-0543,37.6063046,127.0931523,2020-12-24
3699,신내어울공원,신내어울공원,서울특별시,중랑구,관공서,중랑구청,PublicWiFi@Jungnang,2020-04,서울특별시 중랑구,서울특별시 중랑구 신내1동 315-5,서울특별시 중랑구청,02-2094-0543,37.61392995,127.0983043,2020-12-24
3700,구로디지털단지,지밸리켄벤션센터 앞,서울특별시,구로구,기타,구로구(자체구축),Public WiFi@Guro,2015-09,서울특별시 구로구 디지털로 300,서울특별시 구로구 구로동 188-25,서울특별시 구로구청,02-860-2928,37.484927,126.896538,2020-10-27
3701,구로디지털단지,한국수출산업단지 부산은행 앞,서울특별시,구로구,기타,구로구(자체구축),Public WiFi@Guro,2015-09,서울특별시 구로구 디지털로 288,서울특별시 구로구 구로동 212-8,서울특별시 구로구청,02-860-2928,37.483932,126.895535,2020-10-27
3702,구로디지털단지,에이스트윈타워 1차 앞,서울특별시,구로구,기타,구로구(자체구축),Public WiFi@Guro,2015-09,서울특별시 구로구 디지털로 285,서울특별시 구로구 구로동 212-1,서울특별시 구로구청,02-860-2928,37.484512,126.894528,2020-10-27
3703,구로디지털단지,웰크론 앞,서울특별시,구로구,기타,구로구(자체구축),Public WiFi@Guro,2015-09,서울특별시 구로구 디지털로27길 12,서울특별시 구로구 구로동 212-24,서울특별시 구로구청,02-860-2928,37.48288564,126.893313,2020-10-27
3704,구로디지털단지,우성애드컴(청우) 앞,서울특별시,구로구,기타,구로구(자체구축),Public WiFi@Guro,2015-09,서울특별시 구로구 디지털로27길 33,서울특별시 구로구 구로동 237-10,서울특별시 구로구청,02-860-2928,37.483003,126.891857,2020-10-27
3705,구로디지털단지,E스페이스빌딩 앞,서울특별시,구로구,기타,구로구(자체구축),Public WiFi@Guro,2015-09,서울특별시 구로구 디지털로27길 36,서울특별시 구로구 구로동 212-26,서울특별시 구로구청,02-860-2928,37.483739,126.892555,2020-10-27
3706,구로디지털단지,에이스테크노타워 3차,서울특별시,구로구,기타,구로구(자체구축),Public WiFi@Guro,2015-09,서울특별시 구로구 디지털로 29길 38,서울특별시 구로구 구로동 197-48,서울특별시 구로구청,02-860-2928,37.484528,126.893339,2020-10-27
3707,구로디지털단지,아남빌딩,서울특별시,구로구,기타,구로구(자체구축),Public WiFi@Guro,2015-09,서울특별시 구로구 디지털로27가길 27,서울특별시 구로구 구로동 197-47,서울특별시 구로구청,02-860-2928,37.484704,126.8925145,2020-10-27
3708,구로디지털단지,이앤씨드림타워5차,서울특별시,구로구,기타,구로구(자체구축),Public WiFi@Guro,2015-09,서울특별시 구로구 디지털로31길 53,서울특별시 구로구 구로동 197-13,서울특별시 구로구청,02-860-2928,37.48549055,126.892445,2020-10-27
3709,구로디지털단지,이앤씨밴처드림타워 6차,서울특별시,구로구,기타,구로구(자체구축),Public WiFi@Guro,2015-09,서울특별시 구로구 디지털로31길 41,서울특별시 구로구 구로동 197-28,서울특별시 구로구청,02-860-2928,37.485088,126.8927535,2020-10-27
3710,구로디지털단지,에이스테크노타워2차 앞,서울특별시,구로구,기타,구로구(자체구축),Public WiFi@Guro,2015-09,서울특별시 구로구 디지털로31길 20,서울특별시 구로구 구로동 197-22,서울특별시 구로구청,02-860-2928,37.485544,126.894364,2020-10-27
3711,구로디지털단지,삼성IT밸리 앞,서울특별시,구로구,기타,구로구(자체구축),Public WiFi@Guro,2015-09,서울특별시 구로구 디지털로33길 27,서울특별시 구로구 구로동 197-5,서울특별시 구로구청,02-860-2928,37.486002,126.894742,2020-10-27
3712,구로디지털단지,이앤씨벤처드림타워 3차 앞,서울특별시,구로구,기타,구로구(자체구축),Public WiFi@Guro,2015-09,서울특별시 구로구 디지털로31길 38-21,서울특별시 구로구 구로동 197-33,서울특별시 구로구청,02-860-2928,37.48652247,126.893896,2020-10-27
3713,구로디지털단지,에이스테크노타워 8차,서울특별시,구로구,기타,구로구(자체구축),Public WiFi@Guro,2015-09,서울특별시 구로구 디지털로 33길 11,서울특별시 구로구 구로동 191-7,서울특별시 구로구청,02-860-2928,37.485731,126.895542,2020-10-27
3714,구로디지털단지,대륭포스트타워 2차 앞,서울특별시,구로구,기타,구로구(자체구축),Public WiFi@Guro,2015-09,서울특별시 구로구 디지털로 306,서울특별시 구로구 구로동 182-13,서울특별시 구로구청,02-860-2928,37.485916,126.896914,2020-10-27
3715,구로디지털단지,코오롱싸이언스밸리 2차 앞,서울특별시,구로구,기타,구로구(자체구축),Public WiFi@Guro,2015-09,서울특별시 구로구 디지털로34길 55,서울특별시 구로구 구로동 811,서울특별시 구로구청,02-860-2928,37.484324,126.8992809,2020-10-27
3716,구로디지털단지,서림빌딩,서울특별시,구로구,기타,구로구(자체구축),Public WiFi@Guro,2015-09,서울특별시 구로구 디지털로32나길 38,서울특별시 구로구 구로동 1124-42,서울특별시 구로구청,02-860-2928,37.484588,126.901172,2020-10-27
3717,구로디지털단지,부호빌딩,서울특별시,구로구,기타,구로구(자체구축),Public WiFi@Guro,2015-09,서울특별시 구로구 시흥대로 571,서울특별시 구로구 구로동 1125-1,서울특별시 구로구청,02-860-2928,37.484025,126.901749,2020-10-27
3718,구로디지털단지,유객주 앞(예정),서울특별시,구로구,기타,구로구(자체구축),Public WiFi@Guro,2015-09,서울특별시 구로구 디지털로32길 93,서울특별시 구로구 구로동 1124-21,서울특별시 구로구청,02-860-2928,37.483136,126.900465,2020-10-27
3719,구로디지털단지,베스트웨스턴구로호텔 앞,서울특별시,구로구,기타,구로구(자체구축),Public WiFi@Guro,2015-09,서울특별시 구로구 디지털로32길 72,서울특별시 구로구 구로동 1128-1,서울특별시 구로구청,02-860-2928,37.483166,126.898966,2020-10-27
3720,구로디지털단지,IBK 기업은행앞,서울특별시,구로구,기타,구로구(자체구축),Public WiFi@Guro,2015-09,서울특별시 구로구 디지털로32길 55,서울특별시 구로구 구로동 817,서울특별시 구로구청,02-860-2928,37.483977,126.898392,2020-10-27
3721,구로디지털단지,지플러스코오롱디지털타워 앞 가로등,서울특별시,구로구,기타,구로구(자체구축),Public WiFi@Guro,2015-09,서울특별시 구로구 디지털로26길 123,서울특별시 구로구 구로동 222-31,서울특별시 구로구청,02-860-2928,37.482964,126.897749,2020-10-27
3722,구로디지털단지,지플러스코오롱디지털타워 앞,서울특별시,구로구,기타,구로구(자체구축),Public WiFi@Guro,2015-09,서울특별시 구로구 디지털로26길 123,서울특별시 구로구 구로동 222-31,서울특별시 구로구청,02-860-2928,37.482964,126.897749,2020-10-27
3723,구로디지털단지,대륭포스트타워 1차 앞,서울특별시,구로구,기타,구로구(자체구축),Public WiFi@Guro,2015-09,서울특별시 구로구 디지털로 288,서울특별시 구로구 구로동 212-8,서울특별시 구로구청,02-860-2928,37.483691,126.895442,2020-10-27
3724,구로구전역,신도림동 338,서울특별시,구로구,기타,구로구(자체구축),Public WiFi@Guro,2016-09,서울특별시 구로구 경인로67길 23,서울특별시 구로구 신도림동 338,서울특별시 구로구청,02-860-2928,37.510886,126.889477,2020-10-27
3725,구로구전역,신도림동 360-43,서울특별시,구로구,기타,구로구(자체구축),Public WiFi@Guro,2016-09,서울특별시 구로구 경인로 662,서울특별시 구로구 신도림동 360-43,서울특별시 구로구청,02-860-2928,37.509314,126.889015,2020-10-27
3726,구로구전역,신도림동 365-4,서울특별시,구로구,기타,구로구(자체구축),Public WiFi@Guro,2016-09,서울특별시 구로구 경인로 662,서울특별시 구로구 신도림동 365-4,서울특별시 구로구청,02-860-2928,37.509534,126.889428,2020-10-27
3727,구로구전역,개봉2동 261-6,서울특별시,구로구,기타,구로구(자체구축),Public WiFi@Guro,2017-09,서울특별시 구로구 개봉로16가길 17,서울특별시 구로구 개봉2동 261-6,서울특별시 구로구청,02-860-2928,37.490967,126.856511,2020-10-27
3728,구로구전역,개봉2동 261-6,서울특별시,구로구,기타,구로구(자체구축),Public WiFi@Guro,2017-09,서울특별시 구로구 개봉로16가길 17,서울특별시 구로구 개봉2동 261-6,서울특별시 구로구청,02-860-2928,37.490967,126.856511,2020-10-27
3729,구로구전역,개봉동 416-140,서울특별시,구로구,기타,구로구(자체구축),Public WiFi@Guro,2017-09,서울특별시 구로구 고척로25길 7,서울특별시 구로구 개봉동 416-140,서울특별시 구로구청,02-860-2928,37.502372,126.847124,2020-10-27
3730,구로구전역,개봉2동 198-21,서울특별시,구로구,기타,구로구(자체구축),Public WiFi@Guro,2018-01,서울특별시 구로구 개봉로20길 101,서울특별시 구로구 개봉2동 198-21,서울특별시 구로구청,02-860-2928,37.492949,126.854179,2020-10-27
3731,구로구전역,가리봉동 107-54,서울특별시,구로구,기타,구로구(자체구축),Public WiFi@Guro,2018-01,서울특별시 구로구 디지털로27길 77,서울특별시 구로구 가리봉동 107-54,서울특별시 구로구청,02-860-2928,37.484087,126.8897112,2020-10-27
3732,구로구전역,오류2동 136-34,서울특별시,구로구,기타,구로구(자체구축),Public WiFi@Guro,2018-01,서울특별시 구로구 오류로8길 39,서울특별시 구로구 오류2동 136-34,서울특별시 구로구청,02-860-2928,37.484087,126.8426282,2020-10-27
3733,구로구전역,구로3동 237,서울특별시,구로구,기타,구로구(자체구축),Public WiFi@Guro,2018-01,서울특별시 구로구 디지털로 243,서울특별시 구로구 구로3동 237,서울특별시 구로구청,02-860-2928,37.48199097,126.883352,2020-10-27
3734,구로구전역,개봉2동 307-37,서울특별시,구로구,기타,구로구(자체구축),Public WiFi@Guro,2018-01,서울특별시 구로구 개봉로17나길 100-1,서울특별시 구로구 개봉2동 307-37,서울특별시 구로구청,02-860-2928,37.494604,126.841432,2020-10-27
3735,구로구전역,구로1동 645-10,서울특별시,구로구,기타,구로구(자체구축),Public WiFi@Guro,2018-01,서울특별시 구로구 구일로 146,서울특별시 구로구 구로1동 645-10,서울특별시 구로구청,02-860-2928,37.497627,126.865009,2020-10-27
3736,구로구전역,구로5동 3-13,서울특별시,구로구,기타,구로구(자체구축),Public WiFi@Guro,2018-01,서울특별시 구로구 새말로 73,서울특별시 구로구 구로5동 3-13,서울특별시 구로구청,02-860-2928,37.505015,126.879188,2020-10-27
3737,구로구전역,구로1동 685-522,서울특별시,구로구,기타,구로구(자체구축),Public WiFi@Guro,2018-01,서울특별시 구로구 구로1동 685-522,서울특별시 구로구 구로1동 685-522,서울특별시 구로구청,02-860-2928,37.498491,126.868868,2020-10-27
3738,구로구전역,온수동 67-15,서울특별시,구로구,기타,구로구(자체구축),Public WiFi@Guro,2018-01,서울특별시 구로구 부일로1길 81,서울특별시 구로구 온수동 67-15,서울특별시 구로구청,02-860-2928,37.493859,126.809427,2020-10-27
3739,구로구전역,오류동 14-471,서울특별시,구로구,기타,구로구(자체구축),Public WiFi@Guro,2018-01,서울특별시 구로구 오류동 14-471,서울특별시 구로구 오류동 14-471,서울특별시 구로구청,02-860-2928,37.497888,126.830775,2020-10-27
3740,구로구전역,항동 12-19,서울특별시,구로구,기타,구로구(자체구축),Public WiFi@Guro,2018-01,서울특별시 구로구 연동로 284,서울특별시 구로구 항동 12-19,서울특별시 구로구청,02-860-2928,37.485285,126.814742,2020-10-27
3741,구로구전역,신도림동 279-12,서울특별시,구로구,기타,구로구(자체구축),Public WiFi@Guro,2018-01,서울특별시 구로구 신도림로11라길 61,서울특별시 구로구 신도림동 279-12,서울특별시 구로구청,02-860-2928,37.511575,126.871577,2020-10-27
3742,구로구전역,개봉1동 64-59,서울특별시,구로구,기타,구로구(자체구축),Public WiFi@Guro,2018-01,서울특별시 구로구 고척로16길 25,서울특별시 구로구 개봉1동 64-59,서울특별시 구로구청,02-860-2928,37.499505,126.835832,2020-10-27
3743,구로구전역,오류1동 33-73,서울특별시,구로구,기타,구로구(자체구축),Public WiFi@Guro,2018-01,서울특별시 구로구 경인로 228,서울특별시 구로구 오류1동 33-73,서울특별시 구로구청,02-860-2928,37.496785,126.837415,2020-10-27
3744,구로구전역,개봉동 157-13,서울특별시,구로구,기타,구로구(자체구축),Public WiFi@Guro,2018-01,서울특별시 구로구 경인로 323,서울특별시 구로구 개봉동 157-13,서울특별시 구로구청,02-860-2928,37.497648,126.847398,2020-10-27
3745,구로구전역,오류동역 광장 우측 어린이집 앞,서울특별시,구로구,기타,구로구(자체구축),Public WiFi@Guro,2018-08,서울특별시 구로구 경인로20가길 15,서울특별시 구로구 오류동 56-39,서울특별시 구로구청,02-860-2928,37.495508,126.844936,2020-10-27
3746,구로구전역,오류동역 광장 좌측,서울특별시,구로구,기타,구로구(자체구축),Public WiFi@Guro,2018-08,서울특별시 구로구 경인로20길 10,서울특별시 구로구 오류동 52-7,서울특별시 구로구청,02-860-2928,37.495077,126.843591,2020-10-27
3747,구로구전역,온수산업단지 공단앞,서울특별시,구로구,기타,구로구(자체구축),Public WiFi@Guro,2018-08,서울특별시 구로구 부일로815번길 24,서울특별시 구로구 온수동 100-26,서울특별시 구로구청,02-860-2928,37.492311,126.816869,2020-10-27
3748,구로구전역,온수산업단지 삼거리,서울특별시,구로구,기타,구로구(자체구축),Public WiFi@Guro,2018-08,서울특별시 구로구 부일로815번길 6,서울특별시 구로구 온수동 100-31,서울특별시 구로구청,02-860-2928,37.491547,126.817861,2020-10-27
3749,오류보건지소,오류보건지소 1층 천장,서울특별시,구로구,기타,구로구(자체구축),Public WiFi@Guro,2018-08,서울특별시 구로구 오리로10길 44-5,서울특별시 구로구 오류동 172-2,서울특별시 구로구청,02-860-2928,37.48871718,126.839384,2020-10-27
3750,오류보건지소,오류보건지소 2층 천장,서울특별시,구로구,기타,구로구(자체구축),Public WiFi@Guro,2018-08,서울특별시 구로구 오리로10길 44-5,서울특별시 구로구 오류동 172-2,서울특별시 구로구청,02-860-2928,37.48871718,126.839384,2020-10-27
3751,구로2동 자치회관,구로2동 자치회관 지하1층 헬스장,서울특별시,구로구,기타,구로구(자체구축),Public WiFi@Guro,2018-08,서울특별시 구로구 구로동로50길 10,서울특별시 구로구 구로동 494-20,서울특별시 구로구청,02-860-2928,37.499304,126.882887,2020-10-27
3752,구로2동 자치회관,구로2동 자치회관 3층 교육장,서울특별시,구로구,기타,구로구(자체구축),Public WiFi@Guro,2018-08,서울특별시 구로구 구로동로50길 10,서울특별시 구로구 구로동 494-20,서울특별시 구로구청,02-860-2928,37.499304,126.882887,2020-10-27
3753,구로3동 자치회관,구로3동 주민센터 3층 자치회관 천장,서울특별시,구로구,기타,구로구(자체구축),Public WiFi@Guro,2018-08,서울특별시 구로구 디지털로 31길 109,서울특별시 구로구 구로동 777-22,서울특별시 구로구청,02-860-2928,37.487641,126.890265,2020-10-27
