번호	설치장소명	설치장소상세	설치시도명	설치시군구명	설치시설구분	서비스제공사명	와이파이SSID	설치연월	소재지도로명주소	소재지지번주소	관리기관명	관리기관전화번호	WGS84위도	WGS84경도	데이터기준일자
5730	이태원2주민센터	이태원동 255-54(3F 대강당)	서울특별시	용산구	관공서	서울특별시 용산구	SEOUL	Dec-17	서울특별시 용산구 이태원동 255-54		서울특별시 용산구청	02-2199-6650	37.541882	126.990191	2022-06-15
5731	한남주민센터	한남동 685-43(B2F 헬스장)	서울특별시	용산구	관공서	서울특별시 용산구	SEOUL	Dec-17	서울특별시 용산구 한남동 685-43		서울특별시 용산구청	02-2199-6650	37.534556	127.000468	2022-06-15
5732	한남주민센터	한남동 685-43(B1F 대강당)	서울특별시	용산구	관공서	서울특별시 용산구	SEOUL	Dec-17	서울특별시 용산구 한남동 685-43		서울특별시 용산구청	02-2199-6650	37.534556	127.000468	2022-06-15
5733	한남주민센터	한남동 685-43(2F 컴퓨터교육실)	서울특별시	용산구	관공서	서울특별시 용산구	SEOUL	Dec-17	서울특별시 용산구 한남동 685-43		서울특별시 용산구청	02-2199-6650	37.534556	127.000468	2022-06-15
5734	한남주민센터	한남동 685-43(3F 자치회관)	서울특별시	용산구	관공서	서울특별시 용산구	SEOUL	Dec-17	서울특별시 용산구 한남동 685-43		서울특별시 용산구청	02-2199-6650	37.534556	127.000468	2022-06-15
5735	서빙고주민센터	서빙고동 134(2F 소강당)	서울특별시	용산구	관공서	서울특별시 용산구	SEOUL	Dec-17	서울특별시 용산구 서빙고동 134		서울특별시 용산구청	02-2199-6650	37.52038	126.994634	2022-06-15
5736	서빙고주민센터	서빙고동 134(2F 포켓교실)	서울특별시	용산구	관공서	서울특별시 용산구	SEOUL	Dec-17	서울특별시 용산구 서빙고동 134		서울특별시 용산구청	02-2199-6650	37.52038	126.994634	2022-06-15
5737	서빙고주민센터	서빙고동 134(3F 청소년휴카페)	서울특별시	용산구	관공서	서울특별시 용산구	SEOUL	Dec-17	서울특별시 용산구 서빙고동 134		서울특별시 용산구청	02-2199-6650	37.52038	126.994634	2022-06-15
5738	서빙고주민센터	서빙고동 134(5F 대강당)	서울특별시	용산구	관공서	서울특별시 용산구	SEOUL	Dec-17	서울특별시 용산구 서빙고동 134		서울특별시 용산구청	02-2199-6650	37.52038	126.994634	2022-06-15
5739	보광주민센터	보광동 217-29(3F 회의실)	서울특별시	용산구	관공서	서울특별시 용산구	SEOUL	Dec-17	서울특별시 용산구 보광동 217-29		서울특별시 용산구청	02-2199-6650	37.526245	127.000171	2022-06-15
5740	보광주민센터	보광동 217-29(4F 체육관)	서울특별시	용산구	관공서	서울특별시 용산구	SEOUL	Dec-17	서울특별시 용산구 보광동 217-29		서울특별시 용산구청	02-2199-6650	37.526245	127.000171	2022-06-15
5741	보광주민센터	보광동 217-29(5F 대강당)	서울특별시	용산구	관공서	서울특별시 용산구	SEOUL	Dec-17	서울특별시 용산구 보광동 217-29		서울특별시 용산구청	02-2199-6650	37.526245	127.000171	2022-06-15
5742	잠실종합사회복지관	1층 발달센터	서울특별시	송파구	서민·복지시설	과학기술정보통신부	"Public WiFi Free, Public WiFi Secure"	Jan-14	서울특별시 송파구 올림픽로12길 12		과학기술정보통신부	053-230-1729	37.51047	127.0827	2023-01-03
5743	잠실종합사회복지관	2층  복도(도서관앞)	서울특별시	송파구	서민·복지시설	과학기술정보통신부	"Public WiFi Free, Public WiFi Secure"	Jan-14	서울특별시 송파구 올림픽로12길 12		과학기술정보통신부	053-230-1729	37.51047	127.0827	2023-01-03
5744	잠실종합사회복지관	2층 복도(중앙)	서울특별시	송파구	서민·복지시설	과학기술정보통신부	"Public WiFi Free, Public WiFi Secure"	Jan-14	서울특별시 송파구 올림픽로12길 12		과학기술정보통신부	053-230-1729	37.51047	127.0827	2023-01-03
5745	잠실종합사회복지관	2층볻도(마루터앞)	서울특별시	송파구	서민·복지시설	과학기술정보통신부	"Public WiFi Free, Public WiFi Secure"	Jan-14	서울특별시 송파구 올림픽로12길 12		과학기술정보통신부	053-230-1729	37.51047	127.0827	2023-01-03
5746	잠실종합사회복지관	3층 사무실	서울특별시	송파구	서민·복지시설	과학기술정보통신부	"Public WiFi Free, Public WiFi Secure"	Jan-14	서울특별시 송파구 올림픽로12길 12		과학기술정보통신부	053-230-1729	37.51047	127.0827	2023-01-03
5747	잠실종합사회복지관	3층 복도(중앙)	서울특별시	송파구	서민·복지시설	과학기술정보통신부	"Public WiFi Free, Public WiFi Secure"	Jan-14	서울특별시 송파구 올림픽로12길 12		과학기술정보통신부	053-230-1729	37.51047	127.0827	2023-01-03
5748	잠실종합사회복지관	3층 복도(하늘보자룸앞)	서울특별시	송파구	서민·복지시설	과학기술정보통신부	"Public WiFi Free, Public WiFi Secure"	Jan-14	서울특별시 송파구 올림픽로12길 12		과학기술정보통신부	053-230-1729	37.51047	127.0827	2023-01-03
5749	잠실종합사회복지관	지하1층 복도	서울특별시	송파구	서민·복지시설	서울시	"SEOUL, SEOUL_Secure"	Jan-20	서울특별시 송파구 올림픽로12길 12		서울시	02-2133-1352	37.51047	127.0827	2023-01-03
5750	잠실종합사회복지관	지하1층 강당	서울특별시	송파구	서민·복지시설	서울시	"SEOUL, SEOUL_Secure"	Jan-20	서울특별시 송파구 올림픽로12길 12		서울시	02-2133-1352	37.51047	127.0827	2023-01-03
5751	잠실종합사회복지관	1층 식당	서울특별시	송파구	서민·복지시설	서울시	"SEOUL, SEOUL_Secure"	Jan-20	서울특별시 송파구 올림픽로12길 12		서울시	02-2133-1352	37.51047	127.0827	2023-01-03
5752	잠실종합사회복지관	1층 발달센터	서울특별시	송파구	서민·복지시설	서울시	"SEOUL, SEOUL_Secure"	Jan-20	서울특별시 송파구 올림픽로12길 12		서울시	02-2133-1352	37.51047	127.0827	2023-01-03
5753	잠실종합사회복지관	2층  복도(도서관앞)	서울특별시	송파구	서민·복지시설	서울시	"SEOUL, SEOUL_Secure"	Jan-20	서울특별시 송파구 올림픽로12길 12		서울시	02-2133-1352	37.51047	127.0827	2023-01-03
5754	잠실종합사회복지관	2층 복도(중앙)	서울특별시	송파구	서민·복지시설	서울시	"SEOUL, SEOUL_Secure"	Jan-20	서울특별시 송파구 올림픽로12길 12		서울시	02-2133-1352	37.51047	127.0827	2023-01-03
5755	잠실종합사회복지관	3층 사무실	서울특별시	송파구	서민·복지시설	서울시	"SEOUL, SEOUL_Secure"	Jan-20	서울특별시 송파구 올림픽로12길 12		서울시	02-2133-1352	37.51047	127.0827	2023-01-03
5756	잠실종합사회복지관	3층 복도(중앙)	서울특별시	송파구	서민·복지시설	서울시	"SEOUL, SEOUL_Secure"	Jan-20	서울특별시 송파구 올림픽로12길 12		서울시	02-2133-1352	37.51047	127.0827	2023-01-03
5757	송파여성문화회관	3층 이미용실(302호) 앞 복도	서울특별시	송파구	서민·복지시설	서울시	"SEOUL, SEOUL_Secure"	Jan-20	서울특별시 송파구 백제고분로42길 5		서울시	02-2133-1352	37.50598	127.1097	2023-01-03
5758	송파여성문화회관	지하2층 문화누리터 앞	서울특별시	송파구	서민·복지시설	서울시	"SEOUL, SEOUL_Secure"	Jan-20	서울특별시 송파구 백제고분로42길 5		서울시	02-2133-1352	37.50598	127.1097	2023-01-03
5759	송파여성문화회관	1층 미디어실 앞 복도	서울특별시	송파구	서민·복지시설	서울시	"SEOUL, SEOUL_Secure"	Jan-20	서울특별시 송파구 백제고분로42길 5		서울시	02-2133-1352	37.50598	127.1097	2023-01-03
5760	송파여성문화회관	지하1층 제3강의실 앞	서울특별시	송파구	서민·복지시설	서울시	"SEOUL, SEOUL_Secure"	Jan-20	서울특별시 송파구 백제고분로42길 5		서울시	02-2133-1352	37.50598	127.1097	2023-01-03
5761	송파여성문화회관	지하1층 전통요리교실(B103호) 앞 복도	서울특별시	송파구	서민·복지시설	서울시	"SEOUL, SEOUL_Secure"	Jan-20	서울특별시 송파구 백제고분로42길 5		서울시	02-2133-1352	37.50598	127.1097	2023-01-03
5762	송파여성문화회관	1층 계단 앞	서울특별시	송파구	서민·복지시설	과학기술정보통신부	"Public WiFi Free, Public WiFi Secure"	Jan-13	서울특별시 송파구 백제고분로42길 5		과학기술정보통신부	053-230-1729	37.50598	127.1097	2023-01-03
5763	송파여성문화회관	2층 어린이집 입구	서울특별시	송파구	서민·복지시설	과학기술정보통신부	"Public WiFi Free, Public WiFi Secure"	Jan-13	서울특별시 송파구 백제고분로42길 5		과학기술정보통신부	053-230-1729	37.50598	127.1097	2023-01-03
5764	송파여성문화회관	3층 컴퓨터교실(301호) 앞 복도	서울특별시	송파구	서민·복지시설	과학기술정보통신부	"Public WiFi Free, Public WiFi Secure"	Jan-13	서울특별시 송파구 백제고분로42길 5		과학기술정보통신부	053-230-1729	37.50598	127.1097	2023-01-03
5765	송파여성문화회관	3층 종합심리상담실 앞 복도	서울특별시	송파구	서민·복지시설	과학기술정보통신부	"Public WiFi Free, Public WiFi Secure"	Jan-13	서울특별시 송파구 백제고분로42길 5		과학기술정보통신부	053-230-1729	37.50598	127.1097	2023-01-03
5766	여성경력이음센터	2층 여성경력이음센터	서울특별시	송파구	관공서	송파구	"SEOUL, SEOUL_Secure"	Jan-20	서울특별시 송파구 백제고분로42길 5		송파구	02-2147-2408	37.50598	127.1097	2023-01-03
5767	여성경력이음센터	2층 여성경력이음센터	서울특별시	송파구	관공서	송파구	"SEOUL, SEOUL_Secure"	Jan-20	서울특별시 송파구 백제고분로42길 5		송파구	02-2147-2408	37.50598	127.1097	2023-01-03
5768	여성경력이음센터	2층 여성경력이음센터	서울특별시	송파구	관공서	송파구	"SEOUL, SEOUL_Secure"	Jan-20	서울특별시 송파구 백제고분로42길 5		송파구	02-2147-2408	37.50598	127.1097	2023-01-03
5769	여성경력이음센터	2층 여성경력이음센터	서울특별시	송파구	관공서	송파구	"SEOUL, SEOUL_Secure"	Jan-20	서울특별시 송파구 백제고분로42길 5		송파구	02-2147-2408	37.50598	127.1097	2023-01-03
5770	송파시니어클럽	4F 배움실앞 천장	서울특별시	송파구	서민·복지시설	과학기술정보통신부	"Public WiFi Free, Public WiFi Secure"	Jan-13	"서울특별시 송파구 백제고분로42길 5, 4층"		과학기술정보통신부	053-230-1729	37.50592	127.1098	2023-01-03
5771	송파시니어클럽	4F 사무실입구 외부우측벽면	서울특별시	송파구	서민·복지시설	과학기술정보통신부	"Public WiFi Free, Public WiFi Secure"	Jan-13	"서울특별시 송파구 백제고분로42길 5, 4층"		과학기술정보통신부	053-230-1729	37.50592	127.1098	2023-01-03
5772	송파시니어클럽	"송파구 백제고분로42길 5, 4층"	서울특별시	송파구	서민·복지시설	과학기술정보통신부	"Public WiFi Free, Public WiFi Secure"	Jan-21	"서울특별시 송파구 백제고분로42길 5, 4층"		과학기술정보통신부	053-230-1729	37.50592	127.1098	2023-01-03
5773	석촌시장	CCTV1130551 bbq 맞은편	서울특별시	송파구	기타	과학기술정보통신부	"Public WiFi Free, Public WiFi Secure"	Jan-21	서울특별시 송파구 석촌동 275-5		과학기술정보통신부	053-230-1729	37.49888	127.1043	2023-01-03
5774	석촌시장	CCTV1130551 bbq 맞은편	서울특별시	송파구	기타	과학기술정보통신부	"Public WiFi Free, Public WiFi Secure"	Jan-21	서울특별시 송파구 석촌동 275-5		과학기술정보통신부	053-230-1729	37.49888	127.1043	2023-01-03
5775	송파실벗뜨락	5F 헬스장 여자탈의실 외부 우측 벽면	서울특별시	송파구	서민·복지시설	과학기술정보통신부	"Public WiFi Free, Public WiFi Secure"	Jan-13	"서울특별시 송파구 백제고분로42길 5, 5층"		과학기술정보통신부	053-230-1729	37.50592	127.1098	2023-01-03
5776	송파희나리데이케어센터	5F 희나리데이케어센터 내부 신발장 우측벽면	서울특별시	송파구	서민·복지시설	과학기술정보통신부	"Public WiFi Free, Public WiFi Secure"	Jan-13	"서울특별시 송파구 백제고분로42길 5, 5층"		과학기술정보통신부	053-230-1729	37.50592	127.1098	2023-01-03
5777	송파희나리데이케어센터	"송파구 백제고분로42길 5, 5층"	서울특별시	송파구	서민·복지시설	과학기술정보통신부	"Public WiFi Free, Public WiFi Secure"	Jan-21	"서울특별시 송파구 백제고분로42길 5, 5층"		과학기술정보통신부	053-230-1729	37.50592	127.1098	2023-01-03
5778	송파실벗뜨락	6F 통합사무실 입구 내부 우측벽면	서울특별시	송파구	서민·복지시설	과학기술정보통신부	"Public WiFi Free, Public WiFi Secure"	Jan-13	"서울특별시 송파구 백제고분로42길 5, 6층"		과학기술정보통신부	053-230-1729	37.50592	127.1098	2023-01-03
5779	송파실벗뜨락	6F 실벗뜨락 출입구 내부 좌측 천장	서울특별시	송파구	서민·복지시설	과학기술정보통신부	"Public WiFi Free, Public WiFi Secure"	Jan-13	"서울특별시 송파구 백제고분로42길 5, 6층"		과학기술정보통신부	053-230-1729	37.50592	127.1098	2023-01-03
5780	송파실벗뜨락	"송파구 백제고분로42길 5, 6층"	서울특별시	송파구	서민·복지시설	과학기술정보통신부	"Public WiFi Free, Public WiFi Secure"	Jan-21	"서울특별시 송파구 백제고분로42길 5, 6층"		과학기술정보통신부	053-230-1729	37.50592	127.1098	2023-01-03
5781	송파실벗뜨락	"송파구 백제고분로42길 5, 6층"	서울특별시	송파구	서민·복지시설	과학기술정보통신부	"Public WiFi Free, Public WiFi Secure"	Jan-21	"서울특별시 송파구 백제고분로42길 5, 6층"		과학기술정보통신부	053-230-1729	37.50592	127.1098	2023-01-03
5782	송파실벗뜨락	"송파구 백제고분로42길 5, 6층"	서울특별시	송파구	서민·복지시설	과학기술정보통신부	"Public WiFi Free, Public WiFi Secure"	Jan-21	"서울특별시 송파구 백제고분로42길 5, 6층"		과학기술정보통신부	053-230-1729	37.50592	127.1098	2023-01-03
5783	송파실벗뜨락	"송파구 백제고분로42길 5, 6층"	서울특별시	송파구	서민·복지시설	과학기술정보통신부	"Public WiFi Free, Public WiFi Secure"	Jan-21	"서울특별시 송파구 백제고분로42길 5, 6층"		과학기술정보통신부	053-230-1729	37.50592	127.1098	2023-01-03
5784	송파실벗뜨락	"송파구 백제고분로42길 5, 6층"	서울특별시	송파구	서민·복지시설	과학기술정보통신부	"Public WiFi Free, Public WiFi Secure"	Jan-21	"서울특별시 송파구 백제고분로42길 5, 6층"		과학기술정보통신부	053-230-1729	37.50592	127.1098	2023-01-03
5785	송파실벗뜨락	"송파구 백제고분로42길 5, 6층"	서울특별시	송파구	서민·복지시설	과학기술정보통신부	"Public WiFi Free, Public WiFi Secure"	Jan-21	"서울특별시 송파구 백제고분로42길 5, 6층"		과학기술정보통신부	053-230-1729	37.50592	127.1098	2023-01-03
5786	송리단길	CCTV1110137 GS편의점 앞	서울특별시	송파구	기타	과학기술정보통신부	"Public WiFi Free, Public WiFi Secure"	Jan-21	서울특별시 송파구 송파동 56-1		과학기술정보통신부	053-230-1729	37.50977	127.1096	2023-01-03
5787	송리단길	CCTV1110137 GS편의점 앞	서울특별시	송파구	기타	과학기술정보통신부	"Public WiFi Free, Public WiFi Secure"	Jan-21	서울특별시 송파구 송파동 56-1		과학기술정보통신부	053-230-1729	37.50977	127.1096	2023-01-03
5788	송리단길	CCTV1110137 GS편의점 앞	서울특별시	송파구	기타	과학기술정보통신부	"Public WiFi Free, Public WiFi Secure"	Jan-21	서울특별시 송파구 송파동 56-1		과학기술정보통신부	053-230-1729	37.51069	127.108	2023-01-03
5789	송리단길	CCTV1110136 롯데호텔어린이집 앞	서울특별시	송파구	기타	과학기술정보통신부	"Public WiFi Free, Public WiFi Secure"	Jan-21	서울특별시 송파구 송파동 54-9		과학기술정보통신부	053-230-1729	37.50977	127.1096	2023-01-03
5790	송리단길	CCTV1110135 삼곱식당 앞	서울특별시	송파구	기타	과학기술정보통신부	"Public WiFi Free, Public WiFi Secure"	Jan-21	서울특별시 송파구 송파동 43-1		과학기술정보통신부	053-230-1729	37.50977	127.1096	2023-01-03
5791	송리단길	CCTV1110135 삼곱식당 앞	서울특별시	송파구	기타	과학기술정보통신부	"Public WiFi Free, Public WiFi Secure"	Jan-21	서울특별시 송파구 송파동 43-1		과학기술정보통신부	053-230-1729	37.50977	127.1096	2023-01-03
5792	송리단길	CCTV1110135 삼곱식당 앞	서울특별시	송파구	기타	과학기술정보통신부	"Public WiFi Free, Public WiFi Secure"	Jan-21	서울특별시 송파구 송파동 43-1		과학기술정보통신부	053-230-1729	37.50977	127.1096	2023-01-03
5793	소리공원	Cctv3190726	서울특별시	송파구	관광	과학기술정보통신부	"Public WiFi Free, Public WiFi Secure"	Jan-21	서울특별시 송파구 문정동 361-3		과학기술정보통신부	053-230-1729	37.48175	127.1197	2023-01-03
5794	소리공원	Cctv3190726	서울특별시	송파구	관광	과학기술정보통신부	"Public WiFi Free, Public WiFi Secure"	Jan-21	서울특별시 송파구 문정동 361-3		과학기술정보통신부	053-230-1729	37.48175	127.1197	2023-01-03
5795	소리공원	Cctv3190726	서울특별시	송파구	관광	과학기술정보통신부	"Public WiFi Free, Public WiFi Secure"	Jan-21	서울특별시 송파구 문정동 361-3		과학기술정보통신부	053-230-1729	37.48175	127.1197	2023-01-03
5796	소리공원	Cctv3190728	서울특별시	송파구	관광	과학기술정보통신부	"Public WiFi Free, Public WiFi Secure"	Jan-21	서울특별시 송파구 문정동 361-3		과학기술정보통신부	053-230-1729	37.48175	127.1197	2023-01-03
5797	소리공원	Cctv3190728	서울특별시	송파구	관광	과학기술정보통신부	"Public WiFi Free, Public WiFi Secure"	Jan-21	서울특별시 송파구 문정동 361-3		과학기술정보통신부	053-230-1729	37.48175	127.1197	2023-01-03
5798	소리공원	Cctv3190718	서울특별시	송파구	관광	과학기술정보통신부	"Public WiFi Free, Public WiFi Secure"	Jan-21	서울특별시 송파구 문정동 397-5		과학기술정보통신부	053-230-1729	37.48115	127.1191	2023-01-03
5799	소리공원	Cctv3190718	서울특별시	송파구	관광	과학기술정보통신부	"Public WiFi Free, Public WiFi Secure"	Jan-21	서울특별시 송파구 문정동 397-5		과학기술정보통신부	053-230-1729	37.48115	127.1191	2023-01-03
5800	소리공원	Cctv3190719	서울특별시	송파구	관광	과학기술정보통신부	"Public WiFi Free, Public WiFi Secure"	Jan-21	서울특별시 송파구 문정동 400-2		과학기술정보통신부	053-230-1729	37.48142	127.1204	2023-01-03
5801	소리공원	Cctv3190719	서울특별시	송파구	관광	과학기술정보통신부	"Public WiFi Free, Public WiFi Secure"	Jan-21	서울특별시 송파구 문정동 400-2		과학기술정보통신부	053-230-1729	37.48142	127.1204	2023-01-03
5802	소리공원	Cctv3190717	서울특별시	송파구	관광	과학기술정보통신부	"Public WiFi Free, Public WiFi Secure"	Jan-21	서울특별시 송파구 문정동 357		과학기술정보통신부	053-230-1729	37.48197	127.1207	2023-01-03
5803	소리공원	Cctv3190717	서울특별시	송파구	관광	과학기술정보통신부	"Public WiFi Free, Public WiFi Secure"	Jan-21	서울특별시 송파구 문정동 357		과학기술정보통신부	053-230-1729	37.48197	127.1207	2023-01-03
5804	소리공원	Cctv3190716	서울특별시	송파구	관광	과학기술정보통신부	"Public WiFi Free, Public WiFi Secure"	Jan-21	서울특별시 송파구 문정동 319-1		과학기술정보통신부	053-230-1729	37.48246	127.1211	2023-01-03
5805	소리공원	Cctv3190720	서울특별시	송파구	관광	과학기술정보통신부	"Public WiFi Free, Public WiFi Secure"	Jan-21	서울특별시 송파구 문정동 359-1		과학기술정보통신부	053-230-1729	37.48175	127.1197	2023-01-03
5806	소리공원	문정동선별진료소 앞 CCTV 3190727	서울특별시	송파구	관광	과학기술정보통신부	"Public WiFi Free, Public WiFi Secure"	Jan-21	서울특별시 송파구 문정동 368-3		과학기술정보통신부	053-230-1729	37.48398	127.1176	2023-01-03
5807	소리공원	문정동선별진료소 앞 CCTV 3190727	서울특별시	송파구	관광	과학기술정보통신부	"Public WiFi Free, Public WiFi Secure"	Jan-21	서울특별시 송파구 문정동 368-3		과학기술정보통신부	053-230-1729	37.48398	127.1176	2023-01-03
5808	잠실나루역	잠실나루역 CCTV2250277	서울특별시	송파구	기타	과학기술정보통신부	"Public WiFi Free, Public WiFi Secure"	Jan-21	서울특별시 송파구 신천동 17-3		과학기술정보통신부	053-230-1729	37.52073	127.1047	2023-01-03
5809	잠실나루역	잠실나루역  CCTV4250167	서울특별시	송파구	기타	과학기술정보통신부	"Public WiFi Free, Public WiFi Secure"	Jan-21	서울특별시 송파구 신천동 17-3		과학기술정보통신부	053-230-1729	37.52073	127.1047	2023-01-03
5810	잠실나루역	잠실나루역  CCTV4250167	서울특별시	송파구	기타	과학기술정보통신부	"Public WiFi Free, Public WiFi Secure"	Jan-21	서울특별시 송파구 신천동 17-3		과학기술정보통신부	053-230-1729	37.52073	127.1047	2023-01-03
5811	잠실나루역	잠실나루역 CCTV4250166	서울특별시	송파구	기타	과학기술정보통신부	"Public WiFi Free, Public WiFi Secure"	Jan-21	서울특별시 송파구 신천동 17-3		과학기술정보통신부	053-230-1729	37.52073	127.1047	2023-01-03
5812	잠실나루역	잠실나루역  CCTV4250166	서울특별시	송파구	기타	과학기술정보통신부	"Public WiFi Free, Public WiFi Secure"	Jan-21	서울특별시 송파구 신천동 17-3		과학기술정보통신부	053-230-1729	37.52073	127.1047	2023-01-03
5813	잠실나루역	잠실나루역 CCTV4250165	서울특별시	송파구	기타	과학기술정보통신부	"Public WiFi Free, Public WiFi Secure"	Jan-21	서울특별시 송파구 신천동 17-3		과학기술정보통신부	053-230-1729	37.52073	127.1047	2023-01-03
5814	잠실나루역	잠실나루역 CCTV4250165	서울특별시	송파구	기타	과학기술정보통신부	"Public WiFi Free, Public WiFi Secure"	Jan-21	서울특별시 송파구 신천동 17-3		과학기술정보통신부	053-230-1729	37.52073	127.1047	2023-01-03
5815	잠실나루역	잠실나루역 CCTV1260445	서울특별시	송파구	기타	과학기술정보통신부	"Public WiFi Free, Public WiFi Secure"	Jan-21	서울특별시 송파구 신천동 17-3		과학기술정보통신부	053-230-1729	37.52073	127.1047	2023-01-03
5816	잠실나루역	잠실나루역 CCTV1260445	서울특별시	송파구	기타	과학기술정보통신부	"Public WiFi Free, Public WiFi Secure"	Jan-21	서울특별시 송파구 신천동 17-3		과학기술정보통신부	053-230-1729	37.52073	127.1047	2023-01-03
5817	잠실새내역	CCTV4220130배스킨라빈스맞은편	서울특별시	송파구	기타	과학기술정보통신부	"Public WiFi Free, Public WiFi Secure"	Jan-21	서울특별시 송파구 잠실동 270		과학기술정보통신부	053-230-1729	37.51141	127.0854	2023-01-03
5818	잠실새내역	CCTV4220130배스킨라빈스맞은편	서울특별시	송파구	기타	과학기술정보통신부	"Public WiFi Free, Public WiFi Secure"	Jan-21	서울특별시 송파구 잠실동 270		과학기술정보통신부	053-230-1729	37.51141	127.0854	2023-01-03
5819	잠실새내역	CCTV4220130배스킨라빈스맞은편	서울특별시	송파구	기타	과학기술정보통신부	"Public WiFi Free, Public WiFi Secure"	Jan-21	서울특별시 송파구 잠실동 270		과학기술정보통신부	053-230-1729	37.51141	127.0854	2023-01-03
5820	잠실새내역	CCTV4230184 잠실새내역 6번출구쪽	서울특별시	송파구	기타	과학기술정보통신부	"Public WiFi Free, Public WiFi Secure"	Jan-21	서울특별시 송파구 잠실동 270		과학기술정보통신부	053-230-1729	37.51418	127.0849	2023-01-03
5821	잠실새내역	CCTV4230184 잠실새내역 6번출구쪽	서울특별시	송파구	기타	과학기술정보통신부	"Public WiFi Free, Public WiFi Secure"	Jan-21	서울특별시 송파구 잠실동 18-1		과학기술정보통신부	053-230-1729	37.51418	127.0849	2023-01-03
5822	잠실새내역	CCTV1220354 뉴트리코어앞	서울특별시	송파구	기타	과학기술정보통신부	"Public WiFi Free, Public WiFi Secure"	Jan-21	서울특별시 송파구 잠실동 184-11		과학기술정보통신부	053-230-1729	37.51088	127.0855	2023-01-03
5823	잠실새내역	CCTV1220354 뉴트리코어앞	서울특별시	송파구	기타	과학기술정보통신부	"Public WiFi Free, Public WiFi Secure"	Jan-21	서울특별시 송파구 잠실동 184-11		과학기술정보통신부	053-230-1729	37.51088	127.0855	2023-01-03
5824	잠실새내역	CCTV1220354 뉴트리코어앞	서울특별시	송파구	기타	과학기술정보통신부	"Public WiFi Free, Public WiFi Secure"	Jan-21	서울특별시 송파구 잠실동 184-11		과학기술정보통신부	053-230-1729	37.51088	127.0855	2023-01-03
5825	풍납시장	Cctv3010002 풍납동 152-2 맞은 편	서울특별시	송파구	기타	과학기술정보통신부	"Public WiFi Free, Public WiFi Secure"	Jan-21	서울특별시 송파구 풍납동 74		과학기술정보통신부	053-230-1729	37.53817	127.1217	2023-01-03
5826	풍납시장	Cctv1010925	서울특별시	송파구	기타	과학기술정보통신부	"Public WiFi Free, Public WiFi Secure"	Jan-21	서울특별시 송파구 풍납동 130-33		과학기술정보통신부	053-230-1729	37.53771	127.1187	2023-01-03
5827	풍납시장	Cctv1010925	서울특별시	송파구	기타	과학기술정보통신부	"Public WiFi Free, Public WiFi Secure"	Jan-21	서울특별시 송파구 풍납동 130-33		과학기술정보통신부	053-230-1729	37.53771	127.1187	2023-01-03
5828	풍납시장	Cctv1010925	서울특별시	송파구	기타	과학기술정보통신부	"Public WiFi Free, Public WiFi Secure"	Jan-21	서울특별시 송파구 풍납동 130-33		과학기술정보통신부	053-230-1729	37.53771	127.1187	2023-01-03
5829	풍납시장	Cctv3010002 풍납동 152-2 맞은 편	서울특별시	송파구	기타	과학기술정보통신부	"Public WiFi Free, Public WiFi Secure"	Jan-21	서울특별시 송파구 풍납동 74		과학기술정보통신부	053-230-1729	37.53817	127.1217	2023-01-03
5830	풍납시장	Cctv3010002 풍납동 152-2 맞은 편	서울특별시	송파구	기타	과학기술정보통신부	"Public WiFi Free, Public WiFi Secure"	Jan-21	서울특별시 송파구 풍납동 74		과학기술정보통신부	053-230-1729	37.53769	127.119	2023-01-03
5831	풍납시장	Cctv1010299	서울특별시	송파구	기타	과학기술정보통신부	"Public WiFi Free, Public WiFi Secure"	Jan-21	서울특별시 송파구 풍납동 88-77		과학기술정보통신부	053-230-1729	37.53769	127.119	2023-01-03
5832	풍납시장	Cctv1010299	서울특별시	송파구	기타	과학기술정보통신부	"Public WiFi Free, Public WiFi Secure"	Jan-21	서울특별시 송파구 풍납동 88-77		과학기술정보통신부	053-230-1729	37.53769	127.119	2023-01-03
5833	풍납시장	Cctv1010299	서울특별시	송파구	기타	과학기술정보통신부	"Public WiFi Free, Public WiFi Secure"	Jan-21	서울특별시 송파구 풍납동 88-77		과학기술정보통신부	053-230-1729	37.53769	127.119	2023-01-03
5834	잠실역사거리	Cctv4240190	서울특별시	송파구	기타	과학기술정보통신부	"Public WiFi Free, Public WiFi Secure"	Jan-21	서울특별시 송파구 잠실3동 49		과학기술정보통신부	053-230-1729	37.50983	127.1027	2023-01-03
5835	잠실역사거리	Cctv4240190	서울특별시	송파구	기타	과학기술정보통신부	"Public WiFi Free, Public WiFi Secure"	Jan-21	서울특별시 송파구 잠실3동 49		과학기술정보통신부	053-230-1729	37.50983	127.1027	2023-01-03
5836	잠실역사거리	Cctv4240190	서울특별시	송파구	기타	과학기술정보통신부	"Public WiFi Free, Public WiFi Secure"	Jan-21	서울특별시 송파구 잠실3동 49		과학기술정보통신부	053-230-1729	37.51335	127.0995	2023-01-03
5837	잠실역사거리	Cctv4260180 잠실역 11번 출구	서울특별시	송파구	기타	과학기술정보통신부	"Public WiFi Free, Public WiFi Secure"	Jan-21	서울특별시 송파구 신천동 29		과학기술정보통신부	053-230-1729	37.51335	127.0995	2023-01-03
5838	잠실역사거리	Cctv4260180 잠실역 11번 출구	서울특별시	송파구	기타	과학기술정보통신부	"Public WiFi Free, Public WiFi Secure"	Jan-21	서울특별시 송파구 신천동 29		과학기술정보통신부	053-230-1729	37.51335	127.0995	2023-01-03
